Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0,0.001259800363918635
4151.T,2019-03-14,0.2,0.027669758317651054
4151.T,2020-03-12,0.4,-0.04986833929596449
4151.T,2021-03-09,0.3,0.0034298919853696826
4151.T,2022-03-08,0.5,0.014437151691603204
4151.T,2023-03-09,0.5,0.010489904052512468
4502.T,2018-06-28,0.6,0.039539189556981116
4502.T,2019-06-27,0.0,0.005249473932436971
4502.T,2020-06-24,-0.1,-0.018267849702850027
4502.T,2021-06-29,0.2,-0.004147664679577753
4502.T,2022-06-29,0.1,0.016641328866934365
4503.T,2018-06-15,-0.25,0.0317365495486433
4503.T,2019-06-18,0.5,0.01397176005534752
4503.T,2020-06-18,0.1,-0.005944763762930484
4503.T,2021-06-18,-0.25,0.0033739943910213784
4503.T,2022-06-20,0.1,0.02301103172838521
4506.T,2018-06-19,0.5,0.03150688641563067
4506.T,2019-06-20,-0.2,-0.02176364192124319
4506.T,2020-06-23,0.0,0.02588503352603515
4506.T,2021-06-24,0.1,0.0330722066400779
4506.T,2022-06-23,0.1,0.024478988987945458
4507.T,2018-06-20,0.5,-0.0010558607964500583
4507.T,2019-06-18,0.8,-0.006108058769117885
4507.T,2020-06-24,-0.4,-0.026848703769214163
4507.T,2021-06-23,-0.25,0.00827646075504711
4507.T,2022-06-24,0.5,-0.014047129900780456
4519.T,2018-03-22,0.0,0.006776808554629046
4519.T,2019-03-28,0.5,0.016038175265951887
4519.T,2020-03-30,0.83,0.10159470577595328
4519.T,2021-03-23,0.5,-0.024046949457982313
4519.T,2022-03-29,0.8,0.006844501067584906
4519.T,2023-03-30,0.5,-0.014396501261038627
4523.T,2018-06-20,0.8,0.008157798039587275
4523.T,2019-06-20,0.8,0.0015139133768764523
4523.T,2020-06-19,0.8,0.00043226928894464153
4523.T,2021-06-18,0.1,0.10826847605918856
4568.T,2018-06-18,0.1,0.0616022734870757
4568.T,2019-06-17,0.1,0.021378441665261982
4568.T,2020-06-15,0.5,0.017422334947494754
4568.T,2021-06-21,-0.17,-0.00748580772959765
4568.T,2022-06-27,0.2,0.026265675808290596
4578.T,2018-03-30,0.0,-0.0025542075708969627
4578.T,2019-03-29,0.1,-0.014151010962334697
4578.T,2020-03-30,0.5,0.11235688955553377
4578.T,2021-03-31,0.5,-0.01137669433877083
4578.T,2022-03-31,0.1,0.006750046073689453
4578.T,2023-03-31,0.5,-0.01214418167739785
6479.T,2018-06-28,0.8,-0.008411126082632529
6479.T,2019-06-27,0.5,0.05029949449113427
6479.T,2020-06-26,0.0,0.002242918579643363
6479.T,2021-06-29,0.1,0.04710408314310664
6479.T,2022-06-29,0.8,-0.02871674355040191
6501.T,2018-06-29,0.5,0.02750670650000396
6501.T,2019-06-19,0.1,-0.01995731574007574
6501.T,2020-08-31,-0.1,-0.025400572777547818
6501.T,2021-06-23,0.1,0.00887657768406714
6501.T,2022-06-22,0.2,-0.023352510881925262
6503.T,2018-06-28,0.5,0.02672618683929131
6503.T,2019-06-27,0.0,0.007033402228539267
6503.T,2020-06-26,-0.1,-0.00029139507111442843
6503.T,2021-06-29,-0.2,-0.029729599356709283
6503.T,2022-06-29,0.2,-0.007339700042130824
6504.T,2018-06-26,0.5,-0.004827096775093914
6504.T,2019-06-25,0.5,-0.0002473852742477453
6504.T,2020-08-06,-0.4,-0.0018589957487701635
6504.T,2021-06-25,0.2,-0.013150101749344022
6504.T,2022-06-28,0.5,0.03323109388876575
6506.T,2018-05-30,0.0,-0.007272682983557625
6506.T,2019-05-29,0.2,0.03594911566167504
6506.T,2020-05-28,-0.2,-0.034966088964517264
6506.T,2021-05-27,0.2,0.049802140228943886
6506.T,2022-05-27,0.8,0.021293260329244126
6594.T,2018-06-21,0.5,-0.0069115573292181836
6594.T,2019-06-19,-0.1,0.017845856376878445
6594.T,2020-06-18,-0.2,0.0074953998755995
6594.T,2021-06-23,0.5,0.004052845988515255
6594.T,2022-06-20,0.5,-0.016159526430922215
6645.T,2018-06-20,0.5,0.005972383783716336
6645.T,2019-06-19,-0.1,0.0370855949359217
6645.T,2020-06-24,0.2,0.024434511309522185
6645.T,2021-06-25,0.5,0.007355267998657209
6645.T,2022-06-24,0.5,0.04139558134386008
6674.T,2018-06-28,0.1,0.028419552352706108
6674.T,2019-06-27,0.1,0.011722651723267415
6674.T,2020-06-26,-0.1,-0.031556941216083
6674.T,2021-06-29,0.1,0.005219752163687818
6674.T,2022-06-29,0.0,-0.00953145408541812
6701.T,2018-06-25,0.4,0.0015421881575576803
6701.T,2019-06-24,0.0,0.005589514149806237
6701.T,2020-06-24,0.6,0.03317030607475578
6701.T,2021-06-22,0.3,-0.019259312439461072
6701.T,2022-06-22,0.2,0.01124845593114733
6702.T,2018-06-25,0.2,0.008591513471576653
6702.T,2019-06-24,-0.25,0.00949905634784833
6702.T,2020-06-22,0.5,0.005959946631294833
6702.T,2021-06-28,0.5,0.03304229225316933
6702.T,2022-06-27,0.3,0.005283383868178705
6723.T,2018-03-29,0.0,-0.03035855447873738
6723.T,2019-03-28,-0.2,-0.019367311236625523
6723.T,2020-03-27,-0.25,-0.10575540738495708
6723.T,2021-03-31,0.5,0.05660798456538261
6723.T,2022-03-30,0.8,0.05304865175969156
6724.T,2019-06-27,0.0,-0.005488578178061882
6724.T,2020-06-26,-0.5,-0.07699158713289368
6724.T,2021-06-28,0.1,-0.0076503211002694645
6724.T,2022-06-29,0.5,-0.035729871857247755
6752.T,2018-06-29,0.8,0.029158733064457733
6752.T,2019-06-28,0.3,0.007642739704252036
6752.T,2020-06-26,-0.2,-0.032200778347905606
6752.T,2022-06-24,0.5,-0.013176731486387141
6753.T,2018-06-21,0.8,-0.014980816558995752
6753.T,2019-06-26,0.1,0.022847044574793772
6753.T,2020-06-30,-0.1,-0.007374539014132575
6753.T,2021-06-30,0.5,0.015184842419219345
6753.T,2022-06-24,0.2,-0.007702172413637444
6758.T,2018-06-19,0.1,0.01488770921392639
6758.T,2019-06-18,0.1,0.03502751514819681
6758.T,2020-06-26,-0.1,-0.023169915699674627
6758.T,2022-06-28,0.2,0.003112103311366639
