Ticker,EventDate,CAR
4151.T,2018-03-16,0.010833858062283102
4519.T,2018-03-22,0.03535278227351896
3405.T,2018-03-23,-0.0005036253932838644
4452.T,2018-03-23,0.004809154711580971
5108.T,2018-03-23,-0.005662474278266667
6326.T,2018-03-23,-0.010623902316081422
7272.T,2018-03-26,-0.005591916552302514
2914.T,2018-03-27,0.005102144284956011
4704.T,2018-03-27,-0.018177756923421017
4911.T,2018-03-27,0.011696974882741719
2502.T,2018-03-28,-0.005139728990972547
3436.T,2018-03-28,-0.04499786113573653
3659.T,2018-03-28,-0.02782302725355499
8804.T,2018-03-28,-0.012329535258413777
2503.T,2018-03-29,0.012700039780670127
4004.T,2018-03-29,-0.020505585123342013
4324.T,2018-03-29,0.018356378463125385
4755.T,2018-03-29,-0.0248003103171182
5101.T,2018-03-29,-0.0003590370375402682
5201.T,2018-03-29,0.02838141169062131
5301.T,2018-03-29,-0.00195049248393599
6361.T,2018-03-29,-0.0036898121215670986
6723.T,2018-03-29,-0.007406366505434012
7751.T,2018-03-29,-0.002546412686805963
2501.T,2018-03-30,-0.002373016581836325
4578.T,2018-03-30,-0.0001465102756476556
5214.T,2018-03-30,0.031948785794111235
1928.T,2018-04-27,0.006626434710675826
9843.T,2018-05-18,-0.009689563881223733
7453.T,2018-05-24,0.0006156302982866582
8233.T,2018-05-24,0.0011848176801856538
8267.T,2018-05-24,0.0042051503845697315
3382.T,2018-05-25,0.008886879091948477
3086.T,2018-05-28,-0.0001014270585388919
6506.T,2018-05-30,0.0015178739421648768
9602.T,2018-05-30,-0.0034439529822155816
6532.T,2018-05-31,0.021849154145188225
7741.T,2018-06-08,0.011900043460066387
8697.T,2018-06-13,0.01563167970357788
6861.T,2018-06-14,-0.016423678305328936
4503.T,2018-06-15,0.012359478298136299
3099.T,2018-06-18,0.0013259084575184595
4568.T,2018-06-18,0.004338642060590773
4689.T,2018-06-18,-0.012849431209282969
6301.T,2018-06-18,-0.02528014144415363
7832.T,2018-06-18,0.013149706476505757
2768.T,2018-06-19,0.014659849795021654
4506.T,2018-06-19,-0.004383894581709373
6758.T,2018-06-19,0.005176957796082019
8035.T,2018-06-19,0.011042231771735134
3401.T,2018-06-20,-0.0021743920729055477
4507.T,2018-06-20,0.013691213863262865
4523.T,2018-06-20,0.016527136619062383
4902.T,2018-06-20,0.0018595611247608232
6098.T,2018-06-20,0.006477760173901774
6645.T,2018-06-20,-0.005028152028766316
6902.T,2018-06-20,0.0065491146571498285
7186.T,2018-06-20,-0.030434085059692396
7267.T,2018-06-20,-0.008809531380079075
8253.T,2018-06-20,0.030482402628025783
9101.T,2018-06-20,-0.009127906579586372
9201.T,2018-06-20,-0.0019882141329846583
4005.T,2018-06-21,0.006665397741603881
4061.T,2018-06-21,-0.005170541754156533
5406.T,2018-06-21,-0.018263311704584517
5411.T,2018-06-21,0.000204811526746083
6594.T,2018-06-21,-0.003947507422429055
6753.T,2018-06-21,0.0013182525714419114
7011.T,2018-06-21,-0.008262088282544156
8015.T,2018-06-21,-0.009385492527334827
8031.T,2018-06-21,-0.01089285548707418
9107.T,2018-06-21,-0.008259692206691049
9433.T,2018-06-21,-0.001252835429162191
9984.T,2018-06-21,0.04827435461912567
5711.T,2018-06-22,0.012608178181162867
5801.T,2018-06-22,-0.008174030924460082
6471.T,2018-06-22,-0.0012060830683469116
6770.T,2018-06-22,-0.00015865421385648313
6988.T,2018-06-22,0.010169090972691884
7013.T,2018-06-22,-0.002143001600759453
7211.T,2018-06-22,0.017890156587141225
8001.T,2018-06-22,-0.0021457953834459215
8002.T,2018-06-22,-0.009095136407852877
8053.T,2018-06-22,0.0005253038887373567
8058.T,2018-06-22,0.0024136877634542164
8766.T,2018-06-22,-0.012927462131249168
9001.T,2018-06-22,0.0016422516169262362
9020.T,2018-06-22,0.014359362547688461
9021.T,2018-06-22,0.008709414839864846
9022.T,2018-06-22,0.002599735619557767
9064.T,2018-06-22,-0.01224397983808494
2432.T,2018-06-25,-0.0008120889380202855
4043.T,2018-06-25,0.010648400216793695
4543.T,2018-06-25,-0.00944093811835227
6701.T,2018-06-25,0.0029901140020829903
6702.T,2018-06-25,0.0019036901143213176
7203.T,2018-06-25,-0.0059400861039664524
7270.T,2018-06-25,-0.02330993065412335
8252.T,2018-06-25,0.015851800608179804
8725.T,2018-06-25,0.005127413713923859
1721.T,2018-06-26,-0.01340854716515253
2801.T,2018-06-26,0.001993254773636142
2802.T,2018-06-26,0.012993509385171926
2871.T,2018-06-26,0.017563940331013935
3402.T,2018-06-26,0.011344978798024923
4183.T,2018-06-26,0.02402345578649874
4188.T,2018-06-26,0.016662120993974114
5333.T,2018-06-26,0.004154410603657125
5401.T,2018-06-26,0.004539208728615327
5713.T,2018-06-26,0.0004399633384530974
5714.T,2018-06-26,0.005584688429648031
6103.T,2018-06-26,0.010498083346788886
6305.T,2018-06-26,0.005396902346490924
6504.T,2018-06-26,-0.01325635309047074
6841.T,2018-06-26,0.010331111292526843
6971.T,2018-06-26,0.0037275865509613475
7205.T,2018-06-26,-0.0016902345175514922
7733.T,2018-06-26,-0.002020455384132026
7951.T,2018-06-26,-0.005618687704320968
8308.T,2018-06-26,0.0063430092126206886
9104.T,2018-06-26,0.024094516155774015
9735.T,2018-06-26,-0.0033379023743281273
1332.T,2018-06-27,-0.0029561801078689383
1605.T,2018-06-27,0.015225736469857377
1802.T,2018-06-27,0.0011549168669185645
1812.T,2018-06-27,-0.00017370626063307765
2002.T,2018-06-27,0.00955299491371316
2282.T,2018-06-27,-0.01758083964239482
3092.T,2018-06-27,-0.003100361846286725
3289.T,2018-06-27,-0.0019502897921781918
3407.T,2018-06-27,0.004208778159613829
4021.T,2018-06-27,-0.004412349633853495
4042.T,2018-06-27,-0.0005395347187356935
4307.T,2018-06-27,0.017343847065021078
5020.T,2018-06-27,0.0631702044349192
5802.T,2018-06-27,-0.007878246620584138
6113.T,2018-06-27,-0.01516162332889382
6146.T,2018-06-27,0.0029482575869784707
6273.T,2018-06-27,-0.019828962542563867
6472.T,2018-06-27,-0.003897231540846165
6473.T,2018-06-27,-0.016429219429771227
7004.T,2018-06-27,-0.012054580642867251
7012.T,2018-06-27,-0.008478095873612866
7261.T,2018-06-27,-0.006684268351137322
7735.T,2018-06-27,-0.004659039833265401
7752.T,2018-06-27,-0.007965821887769535
8795.T,2018-06-27,-0.002152356890241712
9432.T,2018-06-27,0.012557359411527485
1803.T,2018-06-28,-0.004919987294924393
1808.T,2018-06-28,0.002852245511472223
1925.T,2018-06-28,0.004296307320911108
1963.T,2018-06-28,0.030677612309043877
2269.T,2018-06-28,-0.010035888827041099
3861.T,2018-06-28,-0.005845913077228781
4208.T,2018-06-28,0.005472893441019373
4502.T,2018-06-28,0.028846972497908067
4661.T,2018-06-28,-0.011431503843747906
5019.T,2018-06-28,0.019981404010446603
5631.T,2018-06-28,0.00770319562671461
5706.T,2018-06-28,0.016678663142385097
6302.T,2018-06-28,0.007283093105107918
6367.T,2018-06-28,0.009514055427067788
6479.T,2018-06-28,0.022584575637591742
6503.T,2018-06-28,0.03008480092867688
6674.T,2018-06-28,0.004903550208367465
6762.T,2018-06-28,0.001045193017652236
6857.T,2018-06-28,0.02262068929775399
6952.T,2018-06-28,-0.006878453014342211
6963.T,2018-06-28,0.0202984859002283
6981.T,2018-06-28,0.015807032712439998
7201.T,2018-06-28,0.003702583485022245
7202.T,2018-06-28,0.011184041643129016
7269.T,2018-06-28,0.0033971908991665594
7731.T,2018-06-28,0.005707853167628217
7911.T,2018-06-28,0.0023065662137490067
7912.T,2018-06-28,-0.008817779386046411
8304.T,2018-06-28,-0.005530982241899329
8316.T,2018-06-28,-0.002332888214486829
8331.T,2018-06-28,-0.007764479027819304
8354.T,2018-06-28,-0.005896053225731895
8601.T,2018-06-28,-0.006047636604716916
8630.T,2018-06-28,-0.005447590175084704
8801.T,2018-06-28,0.0007364510652684913
8802.T,2018-06-28,-0.0036260228055413875
9005.T,2018-06-28,-0.0018945400943197826
9007.T,2018-06-28,-0.0019597749902608872
9008.T,2018-06-28,-0.011218432345643658
9009.T,2018-06-28,-0.0005200270449583172
9501.T,2018-06-28,-0.008975626109102202
