Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0,0.0044348411293104895
4151.T,2019-03-14,0.2,0.012435946883685897
4151.T,2020-03-12,0.4,-0.0398833557905607
4151.T,2021-03-09,0.3,-0.023215624480471007
4151.T,2022-03-08,0.5,0.011246015365450937
4151.T,2023-03-09,0.5,0.002488684265999178
4502.T,2018-06-28,0.6,0.05803014314695011
4502.T,2019-06-27,0.0,-0.012575039132508348
4502.T,2020-06-24,-0.1,-0.008110502400851278
4502.T,2021-06-29,0.2,0.0009344903493700716
4502.T,2022-06-29,0.1,0.01786400026794218
4503.T,2018-06-15,-0.25,0.03048343382209106
4503.T,2019-06-18,0.5,0.022047874077905913
4503.T,2020-06-18,0.1,-0.0031072171684388902
4503.T,2021-06-18,-0.25,0.006601342742276041
4503.T,2022-06-20,0.1,0.02574413215303134
4506.T,2018-06-19,0.5,0.01866938234737802
4506.T,2019-06-20,-0.2,-0.02724193982645564
4506.T,2020-06-23,0.0,0.022306612496363586
4506.T,2021-06-24,0.1,0.013190319658644225
4506.T,2022-06-23,0.1,0.031669402248577366
4507.T,2018-06-20,0.5,0.008828212280162142
4507.T,2019-06-18,0.8,0.003916236465615057
4507.T,2020-06-24,-0.4,-0.016530996228627023
4507.T,2021-06-23,-0.25,0.0014621303620312234
4507.T,2022-06-24,0.5,0.03945240176137989
4519.T,2018-03-22,0.0,0.007336118404507694
4519.T,2019-03-28,0.5,-0.003225873321607179
4519.T,2020-03-30,0.83,0.10562664707767006
4519.T,2021-03-23,0.5,-0.008627484413547517
4519.T,2022-03-29,0.8,0.007594396691652032
4519.T,2023-03-30,0.5,-0.008008235740051228
4523.T,2018-06-20,0.8,0.00929848078327874
4523.T,2019-06-20,0.8,-0.01620444298702388
4523.T,2020-06-19,0.8,-0.0026261390985440744
4523.T,2021-06-18,0.1,0.09267791925720774
4568.T,2018-06-18,0.1,0.023872542247743996
4568.T,2019-06-17,0.1,0.03012035140465969
4568.T,2020-06-15,0.5,-0.004482910017166129
4568.T,2021-06-21,-0.17,0.0010342553544887174
4568.T,2022-06-27,0.2,0.011372529363386738
4578.T,2018-03-30,0.0,0.00018487060734684833
4578.T,2019-03-29,0.1,-0.0015497370478135247
4578.T,2020-03-30,0.5,0.059927940111408916
4578.T,2021-03-31,0.5,-0.00772284464921353
4578.T,2022-03-31,0.1,-0.002084556264291613
4578.T,2023-03-31,0.5,-0.009772362034924664
6479.T,2018-06-28,0.8,0.00770944185859505
6479.T,2019-06-27,0.5,0.02848791212848216
6479.T,2020-06-26,0.0,-0.005729049981502884
6479.T,2021-06-29,0.1,0.04934629016434032
6479.T,2022-06-29,0.8,-0.017093691012439894
6501.T,2018-06-29,0.5,0.018627997971589105
6501.T,2019-06-19,0.1,-0.013792176209974558
6501.T,2020-08-31,-0.1,-0.03113024680074806
6501.T,2021-06-23,0.1,-0.008571550782490216
6501.T,2022-06-22,0.2,-0.009301275049061074
6503.T,2018-06-28,0.5,0.02584135753159015
6503.T,2019-06-27,0.0,0.0024185695257861496
6503.T,2020-06-26,-0.1,0.002385008154578939
6503.T,2021-06-29,-0.2,-0.01483321218249351
6503.T,2022-06-29,0.2,0.0032909745314775567
6504.T,2018-06-26,0.5,-0.015126414275851067
6504.T,2019-06-25,0.5,-0.005348292916632554
6504.T,2020-08-06,-0.4,0.00608603822370095
6504.T,2021-06-25,0.2,-0.019398526644539418
6504.T,2022-06-28,0.5,-8.904433396515407e-06
6506.T,2018-05-30,0.0,0.0033213401090467047
6506.T,2019-05-29,0.2,0.01609572513148908
6506.T,2020-05-28,-0.2,-0.034914296564211474
6506.T,2021-05-27,0.2,0.03964002818557413
6506.T,2022-05-27,0.8,0.030690407582849626
6594.T,2018-06-21,0.5,0.003772709736917473
6594.T,2019-06-19,-0.1,0.02149375976258037
6594.T,2020-06-18,-0.2,0.008502188943798384
6594.T,2021-06-23,0.5,0.00728020004827046
6594.T,2022-06-20,0.5,-0.022160022209183082
6645.T,2018-06-20,0.5,-0.006184673279789432
6645.T,2019-06-19,-0.1,0.03214843235037271
6645.T,2020-06-24,0.2,0.01821295027383763
6645.T,2021-06-25,0.5,0.012434231996574877
6645.T,2022-06-24,0.5,0.038883015624892506
6674.T,2018-06-28,0.1,0.02246769088466897
6674.T,2019-06-27,0.1,-0.0018988313523674548
6674.T,2020-06-26,-0.1,-0.0036680747217403727
6674.T,2021-06-29,0.1,-0.012168214814946395
6674.T,2022-06-29,0.0,0.002291199145295783
6701.T,2018-06-25,0.4,0.0015409441754650807
6701.T,2019-06-24,0.0,0.01883445237227486
6701.T,2020-06-24,0.6,0.028360448826703785
6701.T,2021-06-22,0.3,-0.026882985008958662
6701.T,2022-06-22,0.2,0.002966444437874029
6702.T,2018-06-25,0.2,-0.0015711660482294974
6702.T,2019-06-24,-0.25,0.01273223538668416
6702.T,2020-06-22,0.5,0.01866677733346313
6702.T,2021-06-28,0.5,0.028752425265219116
6702.T,2022-06-27,0.3,-0.017142007321807467
6723.T,2018-03-29,0.0,-0.0023152068499521384
6723.T,2019-03-28,-0.2,-0.03126272268620515
6723.T,2020-03-27,-0.25,-0.0655650878294583
6723.T,2021-03-31,0.5,0.04943394414035546
6723.T,2022-03-30,0.8,0.054354157318895924
6724.T,2019-06-27,0.0,-0.004676923317969193
6724.T,2020-06-26,-0.5,-0.03977864623664554
6724.T,2021-06-28,0.1,-0.013493332729536001
6724.T,2022-06-29,0.5,-0.02793957794524622
6752.T,2018-06-29,0.8,0.019432470323113356
6752.T,2019-06-28,0.3,0.005245190616492633
6752.T,2020-06-26,-0.2,-0.006676041638484153
6752.T,2022-06-24,0.5,-0.004904142918439446
6753.T,2018-06-21,0.8,-0.017290669033287215
6753.T,2019-06-26,0.1,0.020537710908256103
6753.T,2020-06-30,-0.1,0.0161410064682845
6753.T,2021-06-30,0.5,0.019687587697534772
6753.T,2022-06-24,0.2,-0.0001121280433371806
6758.T,2018-06-19,0.1,0.01899092252498104
6758.T,2019-06-18,0.1,0.005229162501136402
6758.T,2020-06-26,-0.1,-0.024614152986700267
6758.T,2022-06-28,0.2,-0.006696101913119149
6762.T,2018-06-28,0.1,0.00309977566857389
6762.T,2019-06-27,0.5,0.02769466912450318
6762.T,2020-06-23,-0.2,0.013681477648953493
6762.T,2021-06-23,0.5,-0.0042172030059829885
6762.T,2022-06-24,0.5,0.011768416780916238
6770.T,2018-06-22,0.8,0.0021115251221474757
6770.T,2019-06-21,-0.2,0.011670049165512153
6770.T,2020-06-24,-0.5,0.007415204399327361
6770.T,2021-06-25,-0.2,-0.0015591844176748725
6770.T,2022-06-23,0.5,-0.004387131296414651
6841.T,2018-06-26,0.1,0.02729340781821728
6841.T,2019-06-25,0.2,-0.029023950880337067
6841.T,2020-06-24,0.1,-0.002388990860497965
6841.T,2021-06-23,-0.1,-0.001664629797079948
6841.T,2022-06-22,0.2,-0.008907579085454434
6857.T,2018-06-28,0.5,0.031127836540675864
6857.T,2019-06-27,0.8,0.04648108826739629
6857.T,2020-06-26,-0.1,0.020715943428312632
6857.T,2021-06-24,0.5,-0.016499250980023215
6857.T,2022-06-22,0.5,-0.023584587772816024
6861.T,2018-06-14,0.0,0.00891219324076056
6861.T,2019-06-17,0.5,-0.006267884666929088
6861.T,2020-06-15,-0.2,-0.00912007163010288
6861.T,2021-06-14,0.1,0.034648960256809545
6861.T,2022-06-13,0.8,-0.010216621167660245
6902.T,2018-06-20,0.5,0.01007410073702851
6902.T,2019-06-26,0.0,0.013106700924925286
6902.T,2020-06-19,-0.5,-0.012937890033870438
6902.T,2021-06-22,0.1,0.024524549795829922
6902.T,2022-06-21,0.5,-0.009754516468417532
6920.T,2018-09-27,0.5,0.0082098770919471
6920.T,2019-09-30,0.5,0.010667619370251702
6920.T,2020-09-29,0.5,0.05050795517131074
6920.T,2021-09-29,0.5,-0.014835796390487991
6920.T,2022-09-29,0.5,-0.05406161648057907
6952.T,2018-06-28,0.2,0.0017050927796964056
6952.T,2019-06-27,0.2,-0.01683535061420571
6952.T,2020-06-26,-0.2,-0.015850397099288364
6952.T,2021-06-29,-0.25,-0.021315311146904527
6952.T,2022-06-29,0.3,0.009230199883729731
6954.T,2018-06-29,0.8,0.008621577394017569
6954.T,2019-06-28,-0.2,0.002057652342036427
6954.T,2020-06-30,-0.5,0.014471890472753948
6954.T,2021-06-30,0.5,0.00833205952745726
6954.T,2022-06-30,0.5,-0.013732632241905168
6963.T,2018-06-28,0.8,0.016642666922256192
6963.T,2019-06-27,0.1,0.04201639671351884
6963.T,2020-06-26,-0.4,-0.007437075565427827
6963.T,2021-06-25,0.2,-0.009341320675113283
6963.T,2022-06-24,0.8,0.06640617396586063
6971.T,2018-06-26,0.1,-0.00871988724719129
6971.T,2019-06-25,0.3,-0.006593334811368385
6971.T,2020-06-25,0.1,-0.0240936192430781
6971.T,2021-06-25,-0.2,0.0036929942535930526
6971.T,2022-06-28,0.8,-0.010096119293845091
6976.T,2018-06-29,0.5,0.09550248379305974
6976.T,2019-06-28,0.5,0.13126419501437428
6976.T,2020-06-29,0.1,-0.002919336936350655
6976.T,2021-06-30,0.5,0.010814794751562305
6976.T,2022-06-30,0.5,-0.060105682610569366
6981.T,2018-06-28,0.1,0.0407839623658047
6981.T,2020-06-26,-0.2,-0.00155228107915697
6981.T,2021-06-29,0.5,0.035441465642634555
6981.T,2022-06-29,0.5,-0.0397641530363306
7735.T,2018-06-27,0.8,0.028229213343965484
7735.T,2019-06-26,-0.2,0.08767391208824402
7735.T,2020-06-25,-0.4,-0.012686151370828723
7735.T,2021-06-25,0.3,-0.021225180816415355
7735.T,2022-06-27,0.5,-0.00776247869734027
7751.T,2018-03-29,0.0,-0.007773714014378737
7751.T,2019-03-28,0.2,-0.0007399435249939353
7751.T,2020-03-27,-0.3,0.0052929722681593835
7751.T,2021-03-30,-0.1,0.00795203117110875
7751.T,2022-03-30,0.8,0.01892796967296486
7751.T,2023-03-30,0.5,0.012840699368869139
7752.T,2018-06-27,0.1,-0.006396911699352324
7752.T,2019-06-26,0.2,-0.017389345839873012
7752.T,2020-06-29,0.1,-0.013069017938223036
7752.T,2021-06-25,-0.1,-0.06246373246591711
7752.T,2022-06-27,0.5,0.0001374616494128466
8035.T,2018-06-19,0.9,0.0249772787524125
8035.T,2019-06-18,0.6,0.016590432215625325
8035.T,2020-06-23,-0.2,0.013236902716925169
8035.T,2021-06-17,0.8,0.028871036666586275
8035.T,2022-06-21,0.6,-0.038794040315518474
7201.T,2018-06-28,0.0,0.00718143683172836
7201.T,2019-06-27,-0.5,0.0019548906385377426
7201.T,2020-07-06,-1.0,0.0003500339328557159
7201.T,2021-06-29,-0.2,-0.011602360680105976
7201.T,2022-06-30,0.3,-0.04337451674699637
7202.T,2018-06-28,0.5,0.008792578878080487
7202.T,2019-06-26,0.2,0.005686165237112229
7202.T,2020-06-29,-0.2,0.015514982914967414
7202.T,2021-06-25,-0.2,-0.008768312529003335
