Ticker,EventDate,Sentiment,CAR
4151.T,2018-03-16,0.0,0.011107202077739018
4151.T,2019-03-14,0.2,0.005720156118377449
4151.T,2020-03-12,0.4,-0.017973479251931393
4151.T,2021-03-09,0.3,-0.016137610174596986
4151.T,2022-03-08,0.5,0.01887289403896924
4151.T,2023-03-09,0.5,-0.0034640749532612704
4502.T,2018-06-28,0.6,0.025439246688283113
4502.T,2019-06-27,0.0,-0.017061895398003023
4502.T,2020-06-24,-0.1,0.0017863673100566141
4502.T,2021-06-29,0.2,-0.005888897344520065
4502.T,2022-06-29,0.1,0.004373857384005871
4503.T,2018-06-15,-0.25,0.013965178631435402
4503.T,2019-06-18,0.5,0.011288051313999846
4503.T,2020-06-18,0.1,-0.010691355586149968
4503.T,2021-06-18,-0.25,0.008383097292724769
4503.T,2022-06-20,0.1,0.030015123099065077
4506.T,2018-06-19,0.5,0.0005254688633336557
4506.T,2019-06-20,-0.2,-0.00822593034600587
4506.T,2020-06-23,0.0,0.0017713086352408002
4506.T,2021-06-24,0.1,0.012215699632614277
4506.T,2022-06-23,0.1,0.021514447553026634
4507.T,2018-06-20,0.5,0.015059609866590072
4507.T,2019-06-18,0.8,0.01643903602491245
4507.T,2020-06-24,-0.4,-0.0074882726188186186
4507.T,2021-06-23,-0.25,-0.005318485354284835
4507.T,2022-06-24,0.5,0.04346937838146344
4519.T,2018-03-22,0.0,0.03882952877187072
4519.T,2019-03-28,0.5,-0.0035948150760916134
4519.T,2020-03-30,0.83,0.0812976265011928
4519.T,2021-03-23,0.5,-0.0015481365604945252
4519.T,2022-03-29,0.8,0.0023415425382923745
4519.T,2023-03-30,0.5,-0.007880446263518588
4523.T,2018-06-20,0.8,0.019046530239103267
4523.T,2019-06-20,0.8,0.015579785653087146
4523.T,2020-06-19,0.8,-0.0067023964422770295
4523.T,2021-06-18,0.1,0.06646838084792181
4568.T,2018-06-18,0.1,0.008042521807376383
4568.T,2019-06-17,0.1,0.020933758295873496
4568.T,2020-06-15,0.5,-0.0007418220873615794
4568.T,2021-06-21,-0.17,-0.006166005674787107
4568.T,2022-06-27,0.2,-0.007637993432116163
4578.T,2018-03-30,0.0,0.0007886864881793314
4578.T,2019-03-29,0.1,0.007666064735723245
4578.T,2020-03-30,0.5,0.05677493321429653
4578.T,2021-03-31,0.5,-0.005599991598395684
4578.T,2022-03-31,0.1,-0.00040906153394411685
4578.T,2023-03-31,0.5,-0.0067277686046340514
6479.T,2018-06-28,0.8,0.021644200056111573
6479.T,2019-06-27,0.5,0.015157522127444811
6479.T,2020-06-26,0.0,-0.011555740417433952
6479.T,2021-06-29,0.1,0.013746696636209409
6479.T,2022-06-29,0.8,-0.009164078405467072
6501.T,2018-06-29,0.5,0.008527217898993654
6501.T,2019-06-19,0.1,-0.009917852139482278
6501.T,2020-08-31,-0.1,-0.011857251988895826
6501.T,2021-06-23,0.1,-0.004562202698610913
6501.T,2022-06-22,0.2,-0.0029005802651901813
6503.T,2018-06-28,0.5,0.02849764956664048
6503.T,2019-06-27,0.0,0.01362329078135485
6503.T,2020-06-26,-0.1,-0.0037982278442879203
6503.T,2021-06-29,-0.2,-0.005578764847381587
6503.T,2022-06-29,0.2,-0.0008147588897267216
6504.T,2018-06-26,0.5,-0.013214420352066632
6504.T,2019-06-25,0.5,0.0114921060461725
6504.T,2020-08-06,-0.4,0.0021268735655861353
6504.T,2021-06-25,0.2,-0.016894945209947925
6504.T,2022-06-28,0.5,-0.0007732678355789006
6506.T,2018-05-30,0.0,-0.0011902656698916485
6506.T,2019-05-29,0.2,-0.01622694055644355
6506.T,2020-05-28,-0.2,-0.025354637505447884
6506.T,2021-05-27,0.2,0.006836795976426178
6506.T,2022-05-27,0.8,-0.008624490038452592
6594.T,2018-06-21,0.5,-0.0026863246430617466
6594.T,2019-06-19,-0.1,0.016655758099417845
6594.T,2020-06-18,-0.2,0.001144602717493252
6594.T,2021-06-23,0.5,0.00523732286090785
6594.T,2022-06-20,0.5,-0.007644499427822174
6645.T,2018-06-20,0.5,-0.004052666349772666
6645.T,2019-06-19,-0.1,0.021023197553242903
6645.T,2020-06-24,0.2,0.020471996817207735
6645.T,2021-06-25,0.5,0.017561980011854782
6645.T,2022-06-24,0.5,0.031742689899997276
6674.T,2018-06-28,0.1,0.005057114340950247
6674.T,2019-06-27,0.1,0.008873500517395038
6674.T,2020-06-26,-0.1,0.0013619007652106024
6674.T,2021-06-29,0.1,-0.02036482764928829
6674.T,2022-06-29,0.0,0.004982801797705386
6701.T,2018-06-25,0.4,0.007057480045275611
6701.T,2019-06-24,0.0,0.004395782162417984
6701.T,2020-06-24,0.6,-0.006355325025196576
6701.T,2021-06-22,0.3,-0.0114700458782541
6701.T,2022-06-22,0.2,0.005086707261382846
6702.T,2018-06-25,0.2,0.002640604365191432
6702.T,2019-06-24,-0.25,0.004281002348722101
6702.T,2020-06-22,0.5,-0.003235756862498032
6702.T,2021-06-28,0.5,0.008435329763120423
6702.T,2022-06-27,0.3,-0.006478633435363663
6723.T,2018-03-29,0.0,-0.009009018499740165
6723.T,2019-03-28,-0.2,-0.03231077769430317
6723.T,2020-03-27,-0.25,-0.04929335026237243
6723.T,2021-03-31,0.5,0.016717539867583904
6723.T,2022-03-30,0.8,0.04901238144483244
6724.T,2019-06-27,0.0,-0.005138147694998617
6724.T,2020-06-26,-0.5,-0.009630840371155027
6724.T,2021-06-28,0.1,-0.008742695210291104
6724.T,2022-06-29,0.5,-0.026326790022412994
6752.T,2018-06-29,0.8,0.007518861800043744
6752.T,2019-06-28,0.3,0.0016544140447816067
6752.T,2020-06-26,-0.2,0.0022640010765919236
6752.T,2022-06-24,0.5,0.0011302908141921243
6753.T,2018-06-21,0.8,-6.964318772485854e-05
6753.T,2019-06-26,0.1,0.004712316553868833
6753.T,2020-06-30,-0.1,0.022271446400898388
6753.T,2021-06-30,0.5,0.03025673562504081
6753.T,2022-06-24,0.2,-0.004667416798355311
6758.T,2018-06-19,0.1,0.006842403400608231
6758.T,2019-06-18,0.1,0.005266064783704918
6758.T,2020-06-26,-0.1,-0.016542385289763043
6758.T,2022-06-28,0.2,-0.0042346420573412
6762.T,2018-06-28,0.1,0.002213514995575736
6762.T,2019-06-27,0.5,0.023844057467658112
6762.T,2020-06-23,-0.2,-0.0018665834948230963
6762.T,2021-06-23,0.5,9.07210715652253e-05
6762.T,2022-06-24,0.5,-0.0044485491814375035
6770.T,2018-06-22,0.8,-0.0011817975788647635
6770.T,2019-06-21,-0.2,0.0032826368946735074
